"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.498101708E0,3.413977550E0,8.604288930E-1,3.161905253E-1,3.534905521E0
2.508092708E0,3.715705572E0,9.750907454E-1,1.494606793E-1,3.844425621E0
2.518082708E0,3.859121400E0,1.292809148E0,2.127684832E-2,4.069966361E0
2.528073708E0,3.852073751E0,1.688066601E0,-1.434346850E-1,4.208160470E0
2.538064708E0,3.862274219E0,2.123905484E0,-2.806232281E-1,4.416660055E0
2.548055708E0,4.026910177E0,2.332475958E0,-5.290339990E-1,4.683623239E0
2.558045708E0,4.289479980E0,2.095528069E0,-7.998874068E-1,4.840526444E0
2.568036708E0,4.418858398E0,1.882252048E0,-8.864447634E-1,4.884154648E0
2.578027708E0,4.257968166E0,1.861293580E0,-9.068094461E-1,4.734660502E0
2.588018708E0,3.834235650E0,1.950301359E0,-9.193296504E-1,4.398886838E0
2.598008708E0,3.432838914E0,2.071859417E0,-9.340728930E-1,4.116974207E0
2.607999708E0,3.104016649E0,2.187383442E0,-8.013550580E-1,3.880945195E0
2.617990708E0,2.780709477E0,2.299281900E0,-6.174987173E-1,3.660648456E0
2.627981708E0,2.512313508E0,2.454931565E0,-4.718059107E-1,3.544151375E0
2.637971708E0,2.347226145E0,2.706919370E0,-3.210460532E-1,3.597214703E0
2.647962708E0,2.462053766E0,3.111100258E0,-1.802777716E-1,3.971542979E0
2.657953708E0,2.706208348E0,3.574219618E0,-9.568610273E-2,4.484168299E0
2.667944708E0,2.832490080E0,3.863178491E0,-1.125914995E-1,4.791641154E0
2.677934708E0,2.772256742E0,3.911499004E0,-1.185919853E-1,4.795758121E0
2.687925708E0,2.529747566E0,3.670238501E0,-3.845121704E-2,4.457774321E0
2.697916708E0,2.225384789E0,3.247057085E0,1.166590420E-1,3.938188226E0
2.707907708E0,1.883720284E0,2.750958259E0,2.793695120E-1,3.345776558E0
2.717897708E0,1.531990381E0,2.241507316E0,3.971908343E-1,2.743922400E0
2.727888708E0,1.325239853E0,1.782806112E0,4.611044097E-1,2.268760802E0
2.737879708E0,1.264108967E0,1.306251312E0,5.184549972E-1,1.890253834E0
2.747870708E0,1.319766274E0,8.237960869E-1,5.237303551E-1,1.641559166E0
2.757860708E0,1.525229831E0,3.822301483E-1,5.422754574E-1,1.663276464E0
2.767851708E0,1.742034062E0,-3.081307232E-2,4.588545473E-1,1.801715742E0
2.777842708E0,2.145727585E0,-4.232831571E-1,3.413733868E-1,2.213560771E0
2.787833708E0,2.432168646E0,-7.612349725E-1,3.046233440E-1,2.566655098E0
2.797823708E0,2.589970379E0,-8.919246277E-1,2.784549344E-1,2.753363989E0
2.807814708E0,2.461226969E0,-8.738310036E-1,3.483652680E-1,2.634877071E0
2.817805708E0,2.072158502E0,-8.323315600E-1,4.772276683E-1,2.283497960E0
2.827796708E0,1.672612994E0,-8.555882755E-1,6.162124760E-1,1.977216058E0
2.837786708E0,1.284944351E0,-9.547186075E-1,7.646183907E-1,1.774038017E0
2.847777708E0,9.082597017E-1,-1.144163717E0,9.060331551E-1,1.718994583E0
2.857768708E0,5.057391304E-1,-1.337369755E0,9.949682088E-1,1.741921832E0
2.867759708E0,8.870226145E-2,-1.492320824E0,1.083772066E0,1.846469990E0
2.877750708E0,-2.973016798E-1,-1.605171209E0,1.133858292E0,1.987611009E0
2.887740708E0,-5.562374389E-1,-1.663453185E0,1.158540412E0,2.102068618E0
2.897731708E0,-8.676420182E-1,-1.751162443E0,1.155848500E0,2.270541418E0
2.907722708E0,-1.195751508E0,-1.824832682E0,1.154808865E0,2.468485265E0
2.917713708E0,-1.467254103E0,-1.942778916E0,1.142882884E0,2.689499174E0
2.927703708E0,-1.627870100E0,-2.037031354E0,1.236266134E0,2.885794822E0
2.937694708E0,-1.743403480E0,-2.153986777E0,1.339381928E0,3.077833439E0
2.947685708E0,-1.820107255E0,-2.226787536E0,1.393663970E0,3.195883667E0
2.957676708E0,-1.872438666E0,-2.279218203E0,1.434954522E0,3.280237286E0
2.967666708E0,-1.973197301E0,-2.410217029E0,1.478664944E0,3.448057966E0
2.977657708E0,-2.069953517E0,-2.594294395E0,1.574755309E0,3.673543964E0
2.987648708E0,-2.145980769E0,-2.796353410E0,1.697404312E0,3.912289260E0
2.997639708E0,-2.219632298E0,-3.046288843E0,1.737399559E0,4.150325346E0
3.007629708E0,-2.331305346E0,-3.330397157E0,1.830884551E0,4.458549997E0
3.017620708E0,-2.495785183E0,-3.652064770E0,1.937576648E0,4.829153552E0
3.027611708E0,-2.560132037E0,-3.968509356E0,1.943017044E0,5.106726720E0
3.037602708E0,-2.515483868E0,-4.237590327E0,1.894074825E0,5.279427082E0
3.047592708E0,-2.475451491E0,-4.496586897E0,1.823850642E0,5.447346599E0
3.057583708E0,-2.498776034E0,-4.805081025E0,1.783464216E0,5.702054887E0
3.067574708E0,-2.469282094E0,-5.091299307E0,1.697934362E0,5.907763011E0
3.077565708E0,-2.453892222E0,-5.285770683E0,1.587833630E0,6.040047549E0
3.087556708E0,-2.572206538E0,-5.507783614E0,1.462339226E0,6.252228629E0
3.097546708E0,-2.680210458E0,-5.739346218E0,1.305702551E0,6.467494280E0
3.107537708E0,-2.722979917E0,-5.902528558E0,1.272204437E0,6.623667197E0
3.117528708E0,-2.724434119E0,-5.952438052E0,1.304810558E0,6.675072331E0
3.127519708E0,-2.650431173E0,-5.972519145E0,1.365452617E0,6.675345024E0
3.137509708E0,-2.469668010E0,-5.902256078E0,1.428734985E0,6.555697564E0
3.147500708E0,-2.068496391E0,-5.614430396E0,1.460832398E0,6.159101987E0
