"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.045801667E0,1.458390309E1,4.277316895E0,-1.923731611E0,1.531947820E1
3.055792667E0,1.461313215E1,4.186445316E0,-1.928451483E0,1.532282222E1
3.065783667E0,1.464974273E1,4.077335688E0,-1.943042625E0,1.533020036E1
3.075774667E0,1.468055288E1,3.987612502E0,-1.939765846E0,1.533565708E1
3.085765667E0,1.470080881E1,3.927986398E0,-1.903607833E0,1.533514198E1
3.095756667E0,1.471408082E1,3.888297837E0,-1.846938958E0,1.533082574E1
3.105747667E0,1.472565947E1,3.854835099E0,-1.795756525E0,1.532741146E1
3.115738667E0,1.473993954E1,3.815512281E0,-1.768747652E0,1.532815775E1
3.125729667E0,1.259682742E1,5.677806612E0,2.715689608E0,1.408163765E1
3.135720667E0,9.743273329E0,4.925388656E0,2.977133823E0,1.131610155E1
3.145711667E0,6.608264683E0,3.364600445E0,2.816098580E0,7.932219708E0
3.155702667E0,3.344919010E0,9.484672031E-1,2.450034814E0,4.253321503E0
3.165693667E0,-2.385102654E-1,-1.788636079E0,2.227778639E0,2.866897946E0
3.175684667E0,-4.380587202E0,-4.355908736E0,1.666285138E0,6.398436630E0
