"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.373731780E-1,1.185045362E0,3.004487991E0,9.770194054E0,1.029018816E1
3.397595840E-1,1.192223907E0,2.992523909E0,9.617053032E0,1.014220421E1
3.421459900E-1,1.187438250E0,2.987738132E0,9.471091270E0,1.000190775E1
3.445324480E-1,1.177866936E0,2.987738132E0,9.317950249E0,9.855868633E0
3.469188550E-1,1.168295622E0,2.997309446E0,9.171689034E0,9.719498871E0
3.493052610E-1,1.170688510E0,3.011666298E0,9.032905579E0,9.593436750E0
3.516916670E-1,1.185045362E0,3.026023388E0,8.908478737E0,9.482728693E0
3.540781260E-1,1.216152072E0,3.037987471E0,8.803194046E0,9.391731424E0
3.564645320E-1,1.254437327E0,3.047558784E0,8.724231720E0,9.325955536E0
3.588509380E-1,1.299900889E0,3.049951553E0,8.666504860E0,9.279022216E0
3.612373440E-1,1.342971683E0,3.037987471E0,8.611469269E0,9.229861525E0
3.636237510E-1,1.381256819E0,3.006880760E0,8.566005707E0,9.182900200E0
3.660102090E-1,1.417448282E0,2.954238653E0,8.530113220E0,9.137807024E0
3.683966150E-1,1.460519075E0,2.870489836E0,8.551649094E0,9.138026597E0
3.707830210E-1,1.417448282E0,2.588136673E0,8.851051331E0,9.329990393E0
3.731694280E-1,1.287936807E0,2.240878344E0,1.002413273E1,1.035198309E1
3.755558860E-1,1.259222865E0,1.970489502E0,1.135992527E1,1.159811938E1
3.779422920E-1,1.326221943E0,1.773978829E0,1.182443237E1,1.203009004E1
3.803286980E-1,1.357328653E0,1.647159338E0,1.169043446E1,1.188367505E1
3.827151050E-1,1.328614831E0,1.556231976E0,1.129053402E1,1.147446006E1
3.851015110E-1,1.261615753E0,1.498804331E0,1.086191940E1,1.103718179E1
3.874879690E-1,1.151545882E0,1.467697620E0,1.054606628E1,1.070979497E1
3.898743760E-1,1.034297585E0,1.505982757E0,1.069681454E1,1.085170940E1
3.922607820E-1,9.960124493E-1,1.668694735E0,1.133360481E1,1.149900783E1
3.946471880E-1,1.043868899E0,1.931905150E0,1.200150108E1,1.220073555E1
3.970336460E-1,1.106082320E0,2.221735716E0,1.227936745E1,1.252766509E1
3.994200530E-1,1.110867858E0,2.487339020E0,1.214536953E1,1.244712352E1
4.018064590E-1,1.058225870E0,2.686242580E0,1.173111248E1,1.208117301E1
4.041928650E-1,9.696913958E-1,2.803490877E0,1.119242764E1,1.157887295E1
4.065793230E-1,8.739784956E-1,2.848954439E0,1.062981510E1,1.103962630E1
4.089657300E-1,8.066803217E-1,2.868097067E0,1.013659477E1,1.056538061E1
4.113521360E-1,7.755736113E-1,2.870489836E0,9.743872643E0,1.018745701E1
4.137385420E-1,7.660023570E-1,2.868097067E0,9.463912964E0,9.918588054E0
4.161249480E-1,7.636095285E-1,2.877668381E0,9.274879456E0,9.741019646E0
4.185114070E-1,7.683951855E-1,2.918346405E0,9.176474571E0,9.659961825E0
4.208978130E-1,7.731808424E-1,2.990130901E0,9.126225471E0,9.634660491E0
4.232842190E-1,7.755736113E-1,3.085843801E0,9.114261627E0,9.653689005E0
4.256706260E-1,7.636095285E-1,3.203391314E0,9.107083321E0,9.684202705E0
4.280570840E-1,7.348956466E-1,3.337389469E0,9.114261627E0,9.733858695E0
4.304434900E-1,6.798607111E-1,3.480958700E0,9.135796547E0,9.800105234E0
4.328298960E-1,6.056832075E-1,3.634099483E0,9.186046600E0,9.897322029E0
4.352163030E-1,5.147559643E-1,3.792324781E0,9.250652313E0,1.001105735E1
4.376027090E-1,4.142574072E-1,3.943072557E0,9.320343018E0,1.012858452E1
4.399891670E-1,3.089732230E-1,4.077070713E0,9.370592117E0,1.022379414E1
