"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.479071900E-1,3.964607954E0,1.986042857E-1,6.126523495E0,7.300126713E0
5.502936490E-1,4.091427803E0,1.674975902E-1,6.014060497E0,7.275765291E0
5.526801070E-1,4.218546391E0,1.268195957E-1,5.906383514E0,7.259310097E0
5.550665650E-1,4.333401680E0,7.178468257E-2,5.805585861E0,7.244884426E0
5.574530240E-1,4.441078663E0,1.196411345E-2,5.712265968E0,7.235558397E0
5.598394820E-1,4.534399033E0,-5.742774159E-2,5.621338367E0,7.222431555E0
5.622259400E-1,4.615755081E0,-1.339980662E-1,5.530411243E0,7.204762243E0
5.646123990E-1,4.689932346E0,-2.033899277E-1,5.429912567E0,7.177797947E0
5.669988570E-1,4.761716843E0,-2.826521695E-1,5.329114914E0,7.152153893E0
5.693853670E-1,4.821836948E0,-3.687937856E-1,5.228616714E0,7.122117182E0
5.717718260E-1,4.879264355E0,-4.692923427E-1,5.128118038E0,7.094015123E0
5.741582840E-1,4.931906700E0,-5.745765567E-1,5.044369221E0,7.078100222E0
5.765447420E-1,4.986941338E0,-6.846463680E-1,4.977370262E0,7.079021068E0
5.789312010E-1,5.037190914E0,-7.971090674E-1,4.912764072E0,7.081237604E0
5.813176590E-1,5.087440014E0,-9.122636318E-1,4.862514496E0,7.096359493E0
5.837041170E-1,5.130510807E0,-1.027119160E0,4.821836948E0,7.115281194E0
5.860905760E-1,5.149653435E0,-1.141974568E0,4.788337231E0,7.123988339E0
5.884770340E-1,5.152046204E0,-1.242473125E0,4.742574692E0,7.111914950E0
5.908634920E-1,5.147260666E0,-1.342971683E0,4.723432064E0,7.113977493E0
5.932499510E-1,5.132903576E0,-1.429412484E0,4.685146809E0,7.095105340E0
5.956364090E-1,5.097011566E0,-1.505982757E0,4.661218643E0,7.069262352E0
5.980228670E-1,5.034798145E0,-1.568196177E0,4.666004181E0,7.041308588E0
6.004093260E-1,4.951049328E0,-1.616052628E0,4.685146809E0,7.005363385E0
6.027957840E-1,4.845765114E0,-1.656730533E0,4.728217602E0,6.970095931E0
6.051822940E-1,4.728217602E0,-1.695015788E0,4.824229717E0,6.964360170E0
6.075687530E-1,4.603790760E0,-1.730908036E0,4.972584724E0,6.994106865E0
6.099552110E-1,4.479363918E0,-1.762014747E0,5.147260666E0,7.047246941E0
6.123416690E-1,4.371686935E0,-1.790728688E0,5.367699623E0,7.150563274E0
6.147281280E-1,4.287938118E0,-1.826620936E0,5.618945599E0,7.300377181E0
6.171145860E-1,4.235296249E0,-1.855334878E0,5.882156372E0,7.481962671E0
6.195010440E-1,4.218546391E0,-1.879263043E0,6.162415504E0,7.700852426E0
6.218875030E-1,4.225724697E0,-1.893620014E0,6.459424496E0,7.947748788E0
6.242739610E-1,4.247260094E0,-1.886441588E0,6.720242500E0,8.170651102E0
6.266604190E-1,4.273581028E0,-1.855334878E0,6.940382004E0,8.359106691E0
6.290468780E-1,4.309473515E0,-1.809871197E0,7.139285564E0,8.533263976E0
6.314333360E-1,4.357329845E0,-1.742872238E0,7.306783199E0,8.684066314E0
6.338197940E-1,4.405186653E0,-1.659123421E0,7.440781116E0,8.804747787E0
6.362062530E-1,4.450650215E0,-1.565803289E0,7.560422421E0,8.911790755E0
6.385927110E-1,4.481756687E0,-1.467697620E0,7.670791149E0,9.004516431E0
6.409792210E-1,4.488935471E0,-1.362114310E0,7.761718273E0,9.069187814E0
6.433656800E-1,4.486542225E0,-1.249651670E0,7.833503246E0,9.113422164E0
6.457521380E-1,4.472185612E0,-1.137188911E0,7.905287743E0,9.153535768E0
6.481385960E-1,4.460221291E0,-1.036690354E0,7.953144073E0,9.177189194E0
6.505250550E-1,4.484149456E0,-9.433703423E-1,8.005785942E0,9.224432367E0
6.529115130E-1,4.424329281E0,-8.596215248E-1,8.024929047E0,9.203973324E0
6.552979710E-1,4.381258488E0,-7.612167001E-1,8.075178146E0,9.218643007E0
6.576844300E-1,4.345366001E0,-6.583253145E-1,8.123034477E0,9.235761313E0
6.600708880E-1,4.326223373E0,-5.482555032E-1,8.178368568E0,9.268360438E0
6.624573460E-1,4.316651821E0,-4.381856322E-1,8.223832130E0,9.298220502E0
6.648438050E-1,4.323830605E0,-3.209373355E-1,8.264510155E0,9.332772362E0
6.672302630E-1,4.335794449E0,-2.009970993E-1,8.317152023E0,9.381605999E0
6.696167210E-1,4.347758770E0,-6.939185411E-2,8.365009308E0,9.427682763E0
6.720031800E-1,4.352544308E0,6.221338734E-2,8.400900841E0,9.461693685E0
6.743896380E-1,4.347758770E0,2.009970993E-1,8.432007790E0,9.489054828E0
6.767761490E-1,4.335794449E0,3.424727321E-1,8.451150894E0,9.504648995E0
6.791626070E-1,4.311866283E0,4.860421121E-1,8.463114738E0,9.510664480E0
6.815490650E-1,4.273581028E0,6.296114326E-1,8.470293045E0,9.508194867E0
6.839355240E-1,4.218546391E0,7.731808424E-1,8.494221687E0,9.515552760E0
6.863219820E-1,4.139284134E0,9.146564603E-1,8.503792763E0,9.501829347E0
6.887084400E-1,4.050749779E0,1.055832982E0,8.518149376E0,9.491165674E0
6.910948990E-1,3.962215185E0,1.194616675E0,8.537292480E0,9.487445445E0
6.934813570E-1,3.871287823E0,1.328614831E0,8.566005707E0,9.493605245E0
6.958678150E-1,3.787539244E0,1.458126307E0,8.601898193E0,9.511269020E0
6.982542740E-1,3.713361740E0,1.575374603E0,8.656932831E0,9.550567867E0
7.006407320E-1,3.638885021E0,1.683051586E0,8.709874153E0,9.588329083E0
7.030271900E-1,3.569493294E0,1.788335800E0,8.755337715E0,9.622648586E0
7.054136490E-1,3.490530014E0,1.884048700E0,8.800801277E0,9.653369484E0
7.078001070E-1,3.418745279E0,1.970489502E0,8.855836868E0,9.695178946E0
7.101865650E-1,3.356531858E0,2.056631088E0,8.910871506E0,9.741646090E0
7.125730240E-1,3.303889751E0,2.140379906E0,8.968298912E0,9.794248261E0
7.149595340E-1,3.279961586E0,2.224128723E0,9.028120041E0,9.859606892E0
7.173459920E-1,3.277568817E0,2.312663078E0,9.075976372E0,9.922913633E0
7.197324510E-1,3.308675528E0,2.396411896E0,9.119047165E0,9.992354323E0
7.221189090E-1,3.370888948E0,2.477767944E0,9.169296265E0,1.007860210E1
7.245053670E-1,3.457030535E0,2.561815739E0,9.195617676E0,1.015250434E1
7.268918260E-1,3.567100286E0,2.640778780E0,9.224330902E0,1.023651296E1
